Floor,Location index,AVE (dBm),MED (dBm),Center Freq(MHz),Counts (/100),AP_name
4,av,-70.10465116,-70,5180,86,AP-C3-4F-01
4,av,-57.06,-56,5180,100,AP-C3-4F-02
4,av,-79,-79,5180,84,AP-C3-5F-02
4,aw,-81.7037037,-81,2437,27,AP-C2-4F-03
4,aw,-86.5,-86.5,2437,14,AP-C3-1F-02
4,aw,-83,-83,2437,21,AP-C3-2F-01
4,aw,-84.25,-85,2437,28,AP-C3-2F-02
4,aw,-82.13333333,-80,2437,30,AP-C3-2F-03
4,aw,-76.4375,-76,2437,48,AP-C3-3F-01
4,aw,-60.8,-61,2437,100,AP-C3-3F-02
4,aw,-65.39,-66,2437,100,AP-C3-3F-03
4,aw,-65.51,-65,2437,100,AP-C3-4F-01
4,aw,-46.38,-46,2437,100,AP-C3-4F-02
4,aw,-84.33333333,-84,2437,21,AP-C3-5F-01
4,aw,-63.16666667,-63,2437,72,AP-C3-5F-02
4,aw,-90,-90,5180,7,AP-C2-4F-02
4,aw,-87.16438356,-88,5180,73,AP-C3-3F-02
4,aw,-83.60465116,-84,5180,86,AP-C3-3F-03
4,aw,-67.49,-68,5180,100,AP-C3-4F-01
4,aw,-56.17,-56,5180,100,AP-C3-4F-02
4,aw,-75.86153846,-76,5180,65,AP-C3-5F-02
4,ax,-85,-85,2437,14,AP-C3-1F-02
4,ax,-83.4,-82,2437,30,AP-C3-2F-01
4,ax,-84.5,-84,2437,30,AP-C3-2F-02
4,ax,-80.25,-80,2437,56,AP-C3-2F-03
4,ax,-70.62790698,-70,2437,86,AP-C3-3F-01
4,ax,-57.14,-57,2437,100,AP-C3-3F-02
4,ax,-63.61,-62,2437,100,AP-C3-3F-03
4,ax,-62.12,-62,2437,100,AP-C3-4F-01
4,ax,-37.05,-36,2437,100,AP-C3-4F-02
4,ax,-83,-83,2437,35,AP-C3-5F-01
4,ax,-61.5,-61.5,2437,98,AP-C3-5F-02
4,ax,-90.5,-90.5,5180,14,AP-C3-3F-01
4,ax,-84.83076923,-86,5180,65,AP-C3-3F-02
4,ax,-83.53846154,-84,5180,65,AP-C3-3F-03
4,ax,-72.7,-73,5180,100,AP-C3-4F-01
4,ax,-48.93,-49,5180,100,AP-C3-4F-02
4,ax,-90.5,-90.5,5180,14,AP-C3-5F-01
4,ax,-82.94623656,-82,5180,93,AP-C3-5F-02
4,ay,-81,-80.5,2437,28,AP-C3-1F-02
4,ay,-85,-85,2437,7,AP-C3-2F-01
4,ay,-78.75,-78,2437,56,AP-C3-2F-02
4,ay,-84,-84,2437,7,AP-C3-2F-03
4,ay,-76.78461538,-77,2437,65,AP-C3-3F-01
4,ay,-52.82,-53,2437,100,AP-C3-3F-02
4,ay,-74.8,-76,2437,35,AP-C3-3F-03
4,ay,-62.47,-62,2437,100,AP-C3-4F-01
4,ay,-42.05,-42,2437,100,AP-C3-4F-02
4,ay,-75.74,-76,2437,100,AP-C3-5F-01
4,ay,-63.45348837,-64,2437,86,AP-C3-5F-02
4,ay,-88,-89,5180,56,AP-C3-3F-01
4,ay,-76.20253165,-76,5180,79,AP-C3-3F-02
4,ay,-88.83333333,-90.5,5180,42,AP-C3-3F-03
4,ay,-68.26,-67,5180,100,AP-C3-4F-01
4,ay,-62.81,-64,5180,100,AP-C3-4F-02
4,ay,-89,-89,5180,7,AP-C3-5F-01
4,ay,-79.17721519,-78,5180,79,AP-C3-5F-02
4,az,-81,-81,2437,7,AP-C3-1F-02
4,az,-82.375,-82,2437,56,AP-C3-2F-01
4,az,-79.34408602,-79,2437,93,AP-C3-2F-02
4,az,-89,-89,2437,7,AP-C3-2F-03
4,az,-75.36,-76,2437,100,AP-C3-3F-01
4,az,-49.8,-50,2437,100,AP-C3-3F-02
4,az,-72.81034483,-73,2437,58,AP-C3-3F-03
4,az,-64.68,-64,2437,100,AP-C3-4F-01
4,az,-51.4,-50,2437,100,AP-C3-4F-02
4,az,-77.17721519,-78,2437,79,AP-C3-5F-01
4,az,-74.70886076,-76,2437,79,AP-C3-5F-02
4,az,-87.41666667,-88,5180,72,AP-C3-3F-01
4,az,-69.68,-69,5180,100,AP-C3-3F-02
4,az,-65.6,-66,5180,100,AP-C3-4F-01
4,az,-64.21,-64,5180,100,AP-C3-4F-02
4,az,-90.5,-90.5,5180,28,AP-C3-5F-01
4,az,-89.5,-89.5,5180,14,AP-C3-5F-02
4,b,-73.5,-74,2437,28,AP-C-2F-01
4,b,-61.06329114,-60,2437,79,AP-C-3F-02
4,b,-79.5,-80,2437,42,AP-C-3F-03
4,b,-46.23,-46,2437,100,AP-C-4F-02
4,b,-57.43010753,-58,2437,93,AP-C-4F-03
4,b,-64.36363636,-64,2437,77,AP-C-4F-04
4,b,-67.82278481,-69,2437,79,AP-C-5F-02
4,b,-65.4,-65,2437,35,AP-C-5F-03
4,b,-82,-82,2437,7,AP-C-5F-04
4,b,-86,-86,2437,7,AP-C-6F-03
4,b,-79.37974684,-79,5180,79,AP-C-3F-02
4,b,-49.58,-49,5180,100,AP-C-4F-02
4,b,-61.74,-62,5180,100,AP-C-4F-03
4,b,-76.56944444,-77,5180,72,AP-C-4F-04
4,b,-78.84090909,-79,5180,44,AP-C-5F-02
4,b,-77.43037975,-77,5180,79,AP-C-5F-03
4,ba,-83.5,-83.5,2437,42,AP-C3-2F-01
4,ba,-77.44444444,-76,2437,63,AP-C3-2F-02
4,ba,-86.33333333,-86,2437,21,AP-C3-2F-03
4,ba,-61.35,-60,2437,100,AP-C3-3F-01
4,ba,-60.68,-60,2437,100,AP-C3-3F-02
4,ba,-85.33333333,-85,2437,42,AP-C3-3F-03
4,ba,-53.35,-53,2437,100,AP-C3-4F-01
4,ba,-60.28,-60,2437,100,AP-C3-4F-02
4,ba,-70.09302326,-69,2437,86,AP-C3-5F-01
4,ba,-67.3,-66,2437,70,AP-C3-5F-02
4,ba,-89.16666667,-89,5180,42,AP-C3-2F-02
4,ba,-84.47674419,-84,5180,86,AP-C3-3F-01
4,ba,-77.61538462,-78,5180,91,AP-C3-3F-02
4,ba,-62.78,-63,5180,100,AP-C3-4F-01
4,ba,-65.65,-66,5180,100,AP-C3-4F-02
4,ba,-89,-89,5180,63,AP-C3-5F-01
4,ba,-86.7721519,-86,5180,79,AP-C3-5F-02
4,bb,-82.85714286,-84,2437,49,AP-C3-2F-01
4,bb,-77.81034483,-77,2437,58,AP-C3-2F-02
4,bb,-63.84946237,-64,2437,93,AP-C3-3F-01
4,bb,-61.13,-62,2437,100,AP-C3-3F-02
4,bb,-80.5,-81,2437,28,AP-C3-3F-03
4,bb,-49.36,-49,2437,100,AP-C3-4F-01
4,bb,-59.37,-60,2437,100,AP-C3-4F-02
4,bb,-65.46236559,-66,2437,93,AP-C3-5F-01
4,bb,-71.07692308,-71,2437,65,AP-C3-5F-02
4,bb,-91.5,-91.5,5180,14,AP-C3-2F-01
4,bb,-84,-84,5180,86,AP-C3-3F-01
4,bb,-85,-85,5180,63,AP-C3-3F-02
4,bb,-63.05,-62,5180,100,AP-C3-4F-01
4,bb,-68.04,-68,5180,100,AP-C3-4F-02
4,bb,-87.33846154,-88,5180,65,AP-C3-5F-01
4,bb,-90.33333333,-92,5180,21,AP-C3-5F-02
4,bc,-84.75,-84.5,2437,28,AP-C3-1F-01
4,bc,-73,-74,2437,72,AP-C3-2F-01
4,bc,-80.56962025,-81,2437,79,AP-C3-2F-02
4,bc,-63.43,-64,2437,100,AP-C3-3F-01
4,bc,-76.76470588,-77,2437,51,AP-C3-3F-02
4,bc,-81.71428571,-82,2437,49,AP-C3-3F-03
4,bc,-46.29,-45,2437,100,AP-C3-4F-01
4,bc,-64.85,-64,2437,100,AP-C3-4F-02
4,bc,-58.62,-59,2437,100,AP-C3-5F-01
4,bc,-74.42857143,-74,2437,49,AP-C3-5F-02
4,bc,-91,-91,5180,56,AP-C3-2F-01
4,bc,-81.83076923,-82,5180,65,AP-C3-3F-01
4,bc,-83.74193548,-84,5180,93,AP-C3-3F-02
4,bc,-59.26,-58,5180,100,AP-C3-4F-01
4,bc,-68.88,-69,5180,100,AP-C3-4F-02
4,bc,-81.11111111,-80,5180,72,AP-C3-5F-01
4,bc,-95,-95,5180,2,AP-C3-5F-02
4,bd,-86.81081081,-87,2437,37,AP-C3-1F-01
4,bd,-71.27848101,-70,2437,79,AP-C3-2F-01
4,bd,-81,-81,2437,49,AP-C3-2F-02
4,bd,-55.98,-55,2437,100,AP-C3-3F-01
4,bd,-73.25581395,-73,2437,86,AP-C3-3F-02
4,bd,-83.28571429,-83,2437,49,AP-C3-3F-03
4,bd,-41.22,-41,2437,100,AP-C3-4F-01
4,bd,-67.05,-66,2437,100,AP-C3-4F-02
4,bd,-60.72,-61,2437,100,AP-C3-5F-01
4,bd,-77.36923077,-77,2437,65,AP-C3-5F-02
4,bd,-89,-89,5180,7,AP-C2-4F-02
4,bd,-89,-89,5180,63,AP-C3-2F-01
4,bd,-80.57142857,-80,5180,49,AP-C3-3F-01
4,bd,-89.83333333,-90,5180,42,AP-C3-3F-02
4,bd,-52.77,-53,5180,100,AP-C3-4F-01
4,bd,-69.24,-69,5180,100,AP-C3-4F-02
4,bd,-86.11627907,-86,5180,86,AP-C3-5F-01
4,bd,-91,-91,5180,14,AP-C3-5F-02
4,be,-85.5,-85.5,2437,14,AP-B2-3F-03
4,be,-75.97468354,-75,2437,79,AP-C3-2F-01
4,be,-85.43478261,-86,2437,23,AP-C3-2F-02
4,be,-49.49,-49,2437,100,AP-C3-3F-01
4,be,-75.55696203,-75,2437,79,AP-C3-3F-02
4,be,-83.28571429,-83,2437,49,AP-C3-3F-03
4,be,-38.37,-38,2437,100,AP-C3-4F-01
4,be,-62.24418605,-62,2437,86,AP-C3-4F-02
4,be,-55.26,-55,2437,100,AP-C3-5F-01
4,be,-79.68181818,-79,2437,44,AP-C3-5F-02
4,be,-89.58333333,-89.5,5180,84,AP-C2-4F-02
4,be,-89.81818182,-90,5180,77,AP-C3-2F-01
4,be,-71.11627907,-71,5180,86,AP-C3-3F-01
4,be,-90.66666667,-90,5180,63,AP-C3-3F-02
4,be,-46.91,-47,5180,100,AP-C3-4F-01
4,be,-74.68,-75,5180,100,AP-C3-4F-02
4,be,-74.95698925,-74,5180,93,AP-C3-5F-01
4,bf,-70.13953488,-70,2437,86,AP-C3-2F-01
4,bf,-85.5,-85.5,2437,14,AP-C3-2F-02
4,bf,-57.76344086,-59,2437,93,AP-C3-3F-01
4,bf,-81.74137931,-82,2437,58,AP-C3-3F-02
4,bf,-49.73,-51,2437,100,AP-C3-4F-01
4,bf,-69.64615385,-71,2437,65,AP-C3-4F-02
4,bf,-59.02,-60,2437,100,AP-C3-5F-01
4,bf,-81.76666667,-82,2437,30,AP-C3-5F-02
4,bf,-92.43478261,-92,5180,23,AP-C2-4F-02
4,bf,-75.21518987,-76,5180,79,AP-C3-3F-01
4,bf,-90,-90,5180,7,AP-C3-3F-02
4,bf,-56.39,-57,5180,100,AP-C3-4F-01
4,bf,-71.02150538,-71,5180,93,AP-C3-4F-02
4,bf,-86.35443038,-86,5180,79,AP-C3-5F-01
4,bg,-73.0862069,-73,2437,58,AP-C3-2F-01
4,bg,-64.57,-65,2437,100,AP-C3-3F-01
4,bg,-79.98275862,-79,2437,58,AP-C3-3F-02
4,bg,-84,-84,2437,49,AP-C3-3F-03
4,bg,-48.55,-48,2437,100,AP-C3-4F-01
4,bg,-69.65,-69,2437,100,AP-C3-4F-02
4,bg,-61.7,-61,2437,100,AP-C3-5F-01
4,bg,-79.37931034,-80,2437,58,AP-C3-5F-02
4,bg,-93,-93,5180,7,AP-C2-4F-02
4,bg,-90.1,-89,5180,70,AP-C3-2F-01
4,bg,-73.7311828,-74,5180,93,AP-C3-3F-01
4,bg,-92,-92,5180,14,AP-C3-3F-02
4,bg,-62.26,-62,5180,100,AP-C3-4F-01
4,bg,-67.5483871,-67,5180,93,AP-C3-4F-02
4,bg,-79.50632911,-80,5180,79,AP-C3-5F-01
4,c,-76.75,-76.5,2437,28,AP-C-2F-01
4,c,-62.46511628,-62,2437,86,AP-C-3F-02
4,c,-68.05555556,-68,2437,72,AP-C-3F-03
4,c,-79,-79,2437,2,AP-C-3F-04
4,c,-38.02150538,-39,2437,93,AP-C-4F-02
4,c,-61.95698925,-61,2437,93,AP-C-4F-03
4,c,-68.78461538,-69,2437,65,AP-C-4F-04
4,c,-73.14285714,-74,2437,49,AP-C-5F-02
4,c,-65.2,-65,2437,35,AP-C-5F-03
4,c,-85,-85,2437,7,AP-C-5F-04
4,c,-77,-77,2437,7,AP-C-6F-02
4,c,-80,-80,2437,7,AP-C-6F-03
4,c,-83.31944444,-83,5180,72,AP-C-3F-02
4,c,-86.77777778,-86,5180,72,AP-C-3F-03
4,c,-59.12,-59,5180,100,AP-C-4F-02
4,c,-59.44,-59,5180,100,AP-C-4F-03
4,c,-76.91139241,-77,5180,79,AP-C-4F-04
4,c,-83.41538462,-83,5180,65,AP-C-5F-02
4,c,-74.08333333,-73.5,5180,84,AP-C-5F-03
4,d,-79.6875,-80,2437,16,AP-C-2F-01
4,d,-69.6,-70,2437,35,AP-C-3F-02
4,d,-61.74,-61,2437,100,AP-C-3F-03
4,d,-57.8172043,-59,2437,93,AP-C-4F-02
4,d,-61.37,-62,2437,100,AP-C-4F-03
4,d,-61.7,-62,2437,100,AP-C-4F-04
4,d,-67.13924051,-66,2437,79,AP-C-5F-02
4,d,-62.22413793,-63,2437,58,AP-C-5F-03
4,d,-77,-77,2437,7,AP-C-5F-04
4,d,-77.33333333,-77,2437,21,AP-C-6F-02
4,d,-84.5,-84.5,2437,14,AP-C-6F-03
4,d,-81.93103448,-82,5180,58,AP-C-3F-02
4,d,-88,-88,5180,49,AP-C-3F-03
4,d,-64.23,-65,5180,100,AP-C-4F-02
4,d,-58.35,-58,5180,100,AP-C-4F-03
4,d,-76.01388889,-76,5180,72,AP-C-4F-04
4,d,-83.53846154,-83,5180,65,AP-C-5F-02
4,d,-80.90697674,-78,5180,86,AP-C-5F-03
4,e,-85.44444444,-85,2437,9,AP-C-1F-01
4,e,-70.82352941,-71,2437,51,AP-C-2F-01
4,e,-79.55555556,-79,2437,63,AP-C-3F-02
4,e,-68.83544304,-68,2437,79,AP-C-3F-03
4,e,-75,-75,2437,7,AP-C-3F-04
4,e,-52.68,-53,2437,100,AP-C-4F-02
4,e,-41.77,-41,2437,100,AP-C-4F-03
4,e,-61.95,-63,2437,100,AP-C-4F-04
4,e,-79.23611111,-78,2437,72,AP-C-5F-02
4,e,-63.46835443,-63,2437,79,AP-C-5F-03
4,e,-81,-82,2437,21,AP-C-5F-04
4,e,-82,-82,2437,7,AP-C-6F-02
4,e,-76,-76,2437,7,AP-C-6F-03
4,e,-87.86153846,-88,5180,65,AP-C-3F-02
4,e,-80.91666667,-81,5180,84,AP-C-3F-03
4,e,-65.96,-65,5180,100,AP-C-4F-02
4,e,-58.75,-58,5180,100,AP-C-4F-03
4,e,-69.54,-70,5180,100,AP-C-4F-04
4,e,-89.25,-89.5,5180,56,AP-C-5F-02
4,e,-75.58461538,-75,5180,65,AP-C-5F-03
4,e,-90,-90,5180,7,AP-C-5F-04
4,f,-88,-88,2437,7,AP-C-1F-01
4,f,-82.83783784,-83,2437,37,AP-C-2F-01
4,f,-82,-82,2437,7,AP-C-2F-02
4,f,-76.57142857,-76,2437,49,AP-C-3F-02
4,f,-55.39784946,-56,2437,93,AP-C-3F-03
4,f,-79.36666667,-80,2437,30,AP-C-3F-04
4,f,-63.23076923,-63,2437,91,AP-C-4F-02
4,f,-38.79,-38,2437,100,AP-C-4F-03
4,f,-63.6744186,-63,2437,86,AP-C-4F-04
4,f,-77.875,-77,2437,56,AP-C-5F-02
4,f,-64.36363636,-63,2437,77,AP-C-5F-03
4,f,-76,-76,2437,23,AP-C-5F-04
4,f,-74.85714286,-75,2437,49,AP-C-6F-03
4,f,-82,-82,2437,2,AP-C-6F-04
4,f,-89.5,-89.5,5180,14,AP-C-3F-02
4,f,-68.30107527,-68,5180,93,AP-C-3F-03
4,f,-90,-89.5,5180,28,AP-C-3F-04
4,f,-71.96774194,-72,5180,93,AP-C-4F-02
4,f,-52.11,-52,5180,100,AP-C-4F-03
4,f,-71.22,-71,5180,100,AP-C-4F-04
4,f,-89.66666667,-89,5180,42,AP-C-5F-02
4,f,-78.70886076,-79,5180,79,AP-C-5F-03
4,f,-92,-92,5180,7,AP-C-5F-04
4,g,-88,-88,2437,14,AP-C-1F-01
4,g,-79.57142857,-80,2437,49,AP-C-2F-01
4,g,-81.66666667,-82,2437,21,AP-C-2F-02
4,g,-80.4,-80,2437,35,AP-C-3F-02
4,g,-54.65,-54,2437,100,AP-C-3F-03
4,g,-75.83333333,-76,2437,42,AP-C-3F-04
4,g,-62,-62,2437,93,AP-C-4F-02
4,g,-43.72,-43,2437,100,AP-C-4F-03
4,g,-57.71,-57,2437,100,AP-C-4F-04
4,g,-71.86111111,-72,2437,72,AP-C-5F-02
4,g,-66,-64.5,2437,70,AP-C-5F-03
4,g,-75.60344828,-76,2437,58,AP-C-5F-04
4,g,-83,-83,2437,7,AP-C-6F-03
4,g,-85,-85,2437,7,AP-C-6F-04
4,g,-65.97,-66,5180,100,AP-C-3F-03
4,g,-91.33333333,-90,5180,21,AP-C-3F-04
4,g,-69.19,-70,5180,100,AP-C-4F-02
4,g,-51.14,-51,5180,100,AP-C-4F-03
4,g,-73.1827957,-73,5180,93,AP-C-4F-04
4,g,-90.83333333,-90.5,5180,42,AP-C-5F-02
4,g,-82.01960784,-81,5180,51,AP-C-5F-03
4,g,-87.33333333,-87,5180,63,AP-C-5F-04
4,h,-86,-86,2437,7,AP-C-1F-01
4,h,-82,-82,2437,7,AP-C-2F-01
4,h,-81.08695652,-82,2437,23,AP-C-2F-02
4,h,-66.92405063,-66,2437,79,AP-C-3F-03
4,h,-65.70769231,-66,2437,65,AP-C-3F-04
4,h,-67.97222222,-68,2437,72,AP-C-4F-02
4,h,-44.86,-45,2437,100,AP-C-4F-03
4,h,-61.74,-61,2437,100,AP-C-4F-04
4,h,-75.2,-76,2437,35,AP-C-5F-02
4,h,-61,-61,2437,35,AP-C-5F-03
4,h,-65.26582278,-65,2437,79,AP-C-5F-04
4,h,-81.53333333,-82,2437,30,AP-C-6F-04
4,h,-79.5,-79.5,5180,42,AP-C-3F-03
4,h,-82.90277778,-83,5180,72,AP-C-3F-04
4,h,-73.26744186,-73,5180,86,AP-C-4F-02
4,h,-60.03,-60,5180,100,AP-C-4F-03
4,h,-67.59,-68,5180,100,AP-C-4F-04
4,h,-84.63888889,-84,5180,72,AP-C-5F-03
4,h,-88.06666667,-88,5180,30,AP-C-5F-04
4,i,-83,-83,2437,7,AP-C-2F-01
4,i,-72,-71,2437,49,AP-C-2F-02
4,i,-64.08860759,-64,2437,79,AP-C-3F-03
4,i,-60.47222222,-60,2437,72,AP-C-3F-04
4,i,-69.7,-68,2437,70,AP-C-4F-02
4,i,-56.95,-56,2437,100,AP-C-4F-03
4,i,-52.11,-51,2437,100,AP-C-4F-04
4,i,-79.66666667,-80,2437,21,AP-C-5F-02
4,i,-69.96078431,-70,2437,51,AP-C-5F-03
4,i,-61.63636364,-61,2437,77,AP-C-5F-04
4,i,-84,-84,2437,7,AP-C-6F-04
4,i,-78,-78,5180,14,AP-C-3F-03
4,i,-81.90909091,-82,5180,77,AP-C-3F-04
4,i,-73.39784946,-73,5180,93,AP-C-4F-02
4,i,-61.86,-62,5180,100,AP-C-4F-03
4,i,-67.31,-67,5180,100,AP-C-4F-04
4,i,-89,-89,5180,14,AP-C-5F-03
4,i,-81.72413793,-81,5180,58,AP-C-5F-04
4,j,-69.02777778,-69,2437,72,AP-C-2F-02
4,j,-85.25,-85,2437,28,AP-C-3F-02
4,j,-75,-75,2437,42,AP-C-3F-03
4,j,-63.58227848,-64,2437,79,AP-C-3F-04
4,j,-68.875,-69,2437,56,AP-C-4F-02
4,j,-62.38461538,-63,2437,91,AP-C-4F-03
4,j,-48.65,-48,2437,100,AP-C-4F-04
4,j,-83,-83,2437,14,AP-C-5F-02
4,j,-78,-78,2437,14,AP-C-5F-03
4,j,-61.62,-61,2437,100,AP-C-5F-04
4,j,-89.85714286,-90,5180,49,AP-C-2F-02
4,j,-89.75,-89.5,5180,56,AP-C-3F-03
4,j,-84.35384615,-84,5180,65,AP-C-3F-04
4,j,-80.73417722,-81,5180,79,AP-C-4F-02
4,j,-65.39,-65,5180,100,AP-C-4F-03
4,j,-62.44,-62,5180,100,AP-C-4F-04
4,j,-82.79310345,-84,5180,58,AP-C-5F-04
4,k,-71.4516129,-71,2437,93,AP-C-2F-02
4,k,-76.2745098,-77,2437,51,AP-C-3F-03
4,k,-60.4516129,-60,2437,93,AP-C-3F-04
4,k,-74.18918919,-73,2437,37,AP-C-4F-02
4,k,-63.8372093,-63,2437,86,AP-C-4F-03
4,k,-41.03225806,-40,2437,93,AP-C-4F-04
4,k,-73.44444444,-73,2437,63,AP-C-5F-03
4,k,-58.64,-59,2437,100,AP-C-5F-04
4,k,-87.5,-87.5,2437,14,AP-C-6F-03
4,k,-76.14285714,-76,2437,49,AP-C-6F-04
4,k,-83.66666667,-84,2437,21,AP-C-4F-01
4,k,-92.2,-93,5180,35,AP-C-2F-02
4,k,-92,-92,5180,7,AP-C-3F-03
4,k,-76.07,-76,5180,100,AP-C-3F-04
4,k,-79.19444444,-78,5180,72,AP-C-4F-02
4,k,-73.87,-73,5180,100,AP-C-4F-03
4,k,-60.07,-60,5180,100,AP-C-4F-04
4,k,-83.23076923,-83,5180,65,AP-C-5F-04
4,l,-70.04545455,-70,2437,44,AP-C-2F-02
4,l,-85,-85,2437,2,AP-C-3F-02
4,l,-76.8,-76,2437,35,AP-C-3F-03
4,l,-60.95,-61,2437,100,AP-C-3F-04
4,l,-70.07843137,-70,2437,51,AP-C-4F-02
4,l,-74.03921569,-75,2437,51,AP-C-4F-03
4,l,-43.14,-43,2437,100,AP-C-4F-04
4,l,-78.5,-78.5,2437,14,AP-C-5F-03
4,l,-62.69892473,-63,2437,93,AP-C-5F-04
4,l,-79.68965517,-79,2437,58,AP-C-6F-04
4,l,-80.5,-80.5,2437,14,AP-C-4F-01
4,l,-72.46236559,-72,5180,93,AP-C-3F-04
4,l,-85.46153846,-85,5180,91,AP-C-4F-02
4,l,-72.54651163,-72,5180,86,AP-C-4F-03
4,l,-50.37634409,-51,5180,93,AP-C-4F-04
4,l,-76.11827957,-76,5180,93,AP-C-5F-04
4,l,-92,-92,5180,14,AP-C-6F-04
4,m,-73.28571429,-74,2437,49,AP-C-2F-02
4,m,-84.5,-84.5,2437,14,AP-C-3F-03
4,m,-63.5,-64,2437,70,AP-C-3F-04
4,m,-69.29113924,-70,2437,79,AP-C-4F-02
4,m,-76.1627907,-78,2437,86,AP-C-4F-03
4,m,-40.79,-41,2437,100,AP-C-4F-04
4,m,-83,-83,2437,14,AP-C-5F-03
4,m,-58.17,-58,2437,100,AP-C-5F-04
4,m,-76.66666667,-76,2437,42,AP-C-6F-04
4,m,-69.23943662,-69,2437,71,AP-C-4F-01
4,m,-77.47311828,-77,5180,93,AP-C-3F-04
4,m,-81.53846154,-82,5180,65,AP-C-4F-02
4,m,-76.30769231,-77,5180,65,AP-C-4F-03
4,m,-56.27,-56,5180,100,AP-C-4F-04
4,m,-79.33333333,-78,5180,63,AP-C-5F-04
4,m,-93,-93,5180,7,AP-C2-4F-03
4,n,-83,-83,2437,7,AP-C-2F-02
4,n,-80.66666667,-80,2437,21,AP-C-3F-01
4,n,-81.4,-81,2437,35,AP-C-3F-03
4,n,-64.25352113,-63,2437,71,AP-C-3F-04
4,n,-76.5625,-77,2437,16,AP-C-4F-02
4,n,-78.02531646,-78,2437,79,AP-C-4F-03
4,n,-46.91397849,-47,2437,93,AP-C-4F-04
4,n,-82.5,-82.5,2437,14,AP-C-5F-01
4,n,-66.87341772,-67,2437,79,AP-C-5F-04
4,n,-77,-77,2437,1,AP-C-6F-04
4,n,-66.85714286,-66,2437,49,AP-C-4F-01
4,n,-78.88135593,-79,5180,59,AP-C-3F-04
4,n,-79.46428571,-79.5,5180,28,AP-C-4F-03
4,n,-60.07,-60,5180,100,AP-C-4F-04
4,n,-84.05376344,-83,5180,93,AP-C-5F-04
4,n,-91.66666667,-92,5180,21,AP-C-4F-01
4,o,-86,-86,2437,7,AP-C-2F-02
4,o,-80.44444444,-81,2437,63,AP-C-3F-01
4,o,-73.52777778,-73,2437,72,AP-C-3F-04
4,o,-75.44615385,-76,2437,65,AP-C-4F-02
4,o,-77.5,-77,2437,70,AP-C-4F-03
4,o,-66.29,-66,2437,100,AP-C-4F-04
4,o,-77.7,-77.5,2437,70,AP-C-5F-01
4,o,-69.26,-69,2437,100,AP-C-5F-04
4,o,-87,-87,2437,14,AP-C2-4F-01
4,o,-64.32,-65,2437,100,AP-C-4F-01
4,o,-86.8,-86.5,5180,70,AP-C-3F-04
4,o,-78.61111111,-78,5180,72,AP-C-4F-02
4,o,-79.81818182,-79,5180,77,AP-C-4F-03
4,o,-69.90322581,-70,5180,93,AP-C-4F-04
4,o,-90,-91,5180,35,AP-C-5F-04
4,o,-90.85714286,-91,5180,49,AP-C2-4F-01
4,o,-90.71428571,-91,5180,49,AP-C2-4F-03
4,o,-88.0862069,-88,5180,58,AP-C-4F-01
4,p,-76.42857143,-76,2437,49,AP-C-3F-01
4,p,-85,-85,2437,7,AP-C-3F-02
4,p,-84,-84,2437,7,AP-C-3F-03
4,p,-76.05172414,-76,2437,58,AP-C-3F-04
4,p,-81.25,-83,2437,56,AP-C-4F-02
4,p,-79.55555556,-81,2437,63,AP-C-4F-03
4,p,-62.46,-62,2437,100,AP-C-4F-04
4,p,-78.44444444,-78,2437,63,AP-C-5F-01
4,p,-70.90909091,-71,2437,77,AP-C-5F-04
4,p,-81.33333333,-81.5,2437,42,AP-C-6F-04
4,p,-83.4375,-83,2437,16,AP-C2-3F-01
4,p,-78,-78,2437,63,AP-C2-4F-01
4,p,-84.35294118,-83,2437,51,AP-C2-4F-02
4,p,-83.33333333,-83,2437,21,AP-C2-4F-03
4,p,-66.24,-66,2437,100,AP-C-4F-01
4,p,-88.21,-88,5180,100,AP-C-3F-04
4,p,-82.05555556,-82,5180,72,AP-C-4F-02
4,p,-82.33333333,-82,5180,63,AP-C-4F-03
4,p,-70.89,-70,5180,100,AP-C-4F-04
4,p,-88.89873418,-88,5180,79,AP-C-5F-04
4,p,-85.72222222,-86,5180,18,AP-C2-4F-01
4,q,-76.66666667,-78,2437,30,AP-C-3F-01
4,q,-80,-80,2437,7,AP-C-3F-02
4,q,-78.6,-79,2437,35,AP-C-3F-03
4,q,-73.89230769,-74,2437,65,AP-C-3F-04
4,q,-71.35443038,-71,2437,79,AP-C-4F-02
4,q,-67.16666667,-67,2437,84,AP-C-4F-03
4,q,-57.44,-57,2437,100,AP-C-4F-04
4,q,-82,-82,2437,7,AP-C-5F-01
4,q,-81,-81,2437,7,AP-C-5F-02
4,q,-83.33333333,-84,2437,21,AP-C-5F-03
4,q,-63.05,-62,2437,100,AP-C-5F-04
4,q,-85.77777778,-86,2437,9,AP-C-6F-04
4,q,-85,-85,2437,7,AP-C2-3F-01
4,q,-73.41772152,-73,2437,79,AP-C2-4F-01
4,q,-79.16666667,-79,2437,42,AP-C2-4F-02
4,q,-78,-77,2437,21,AP-C2-4F-03
4,q,-68,-68,2437,100,AP-C-4F-01
4,q,-84.84482759,-84,5180,58,AP-C-3F-04
4,q,-69.65116279,-69,5180,86,AP-C-4F-02
4,q,-70.4516129,-70,5180,93,AP-C-4F-03
4,q,-64.5,-63,5180,62,AP-C-4F-04
4,r,-79.79310345,-80,2437,58,AP-C-3F-01
